"ANO_ELEICAO";"SG_UF";"NM_URNA_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_CARGO";"ST_REELEICAO";"NR_IDADE_DATA_POSSE"
2018;"PR";"SIRINEU ZANCHI DE WITT";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";57
2018;"RO";"HELEN ROCHA";"PR";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";24
2018;"PE";"EDGÁS";"REDE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"AP";"SARGENTO SANDOKAN";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";37
2018;"RJ";"DINHA KORDASH";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";32
2018;"SP";"ENFERMEIRA LUZIA";"PT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"AM";"AMANDA MATOZINHO";"PPL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";29
2018;"SE";"MARCIO VIEIRA DO MOEMA MEIRE";"PATRI";"MASCULINO";"ENSINO MÉDIO COMPLETO";"1º SUPLENTE";"N";53
2018;"BA";"ORLANDO ANDRADE";"PCO";"MASCULINO";"ENSINO MÉDIO COMPLETO";"GOVERNADOR";"N";33
2018;"MG";"FLAVIO CHAVES";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"PE";"CAROL DE GRACIETE";"SOLIDARIEDADE";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"SC";"DR EDIVALDO";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";68
2018;"SC";"JOÃO SILVESTRE";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";25
2018;"DF";"JOECI";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";53
2018;"PB";"FABRINNI BRITO";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";33
2018;"MG";"ELOANA MAGALHÃES";"PSL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"RS";"BRUNO MIRAGEM";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"VICE-GOVERNADOR";"N";39
2018;"MG";"CLAUDIO BURRINHO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"SP";"KLEBER TORRES";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";38
2018;"PA";"CAPIXABÃO";"PPL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"RO";"JESUALDO PIRES";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"SENADOR";"N";59
2018;"CE";"ALBENOR RIBEIRO";"REDE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";61
2018;"MT";"VALDIR BARRANCO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"RO";"FÁTIMA CLEIDE";"PT";"FEMININO";"SUPERIOR COMPLETO";"SENADOR";"N";56
2018;"GO";"JOECY MACHADO";"SOLIDARIEDADE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"SP";"ANDRE MAZAROPPI";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";61
2018;"RJ";"MARCIO DUARTE";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"RJ";"SHIRLENE";"PC do B";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"PA";"NILSA CONCEIÇÃO";"PHS";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"RS";"PAULO TORI";"PPL";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";50
2018;"GO";"MARIANA DOS COSMÉTICOS";"PRTB";"FEMININO";"LÊ E ESCREVE";"DEPUTADO ESTADUAL";"N";27
2018;"RN";"LIDIANE GUIMARAES";"PRP";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";34
2018;"RS";"OSCAR DE SOUZA";"PCO";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"2º SUPLENTE";"N";62
2018;"MG";"MÁRCIO CAP";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";61
2018;"RO";"LUIZ SALTON";"REDE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"GO";"DANIEL ROCHA";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";60
2018;"TO";"JOÃO TAVARES";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"BA";"DR. GIOVANNI";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"RS";"BELCHIOR BRAGANÇA";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"SP";"CABO ANDERSON";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"AC";"PR. JEAN MAANAIM ";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"PR";"LUIS LELIS";"PPS";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";26
2018;"GO";"LOIOLA";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";56
2018;"MT";"EDINHO PAIVA";"PR";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"DF";"CRISTINI VASCONCELOS";"PTB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";36
2018;"PE";"MÔNICA SENA ";"PMN";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"SP";"DR JOAQUIM";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";67
2018;"PB";"FABIANO GALDINO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"1º SUPLENTE";"N";47
2018;"RJ";"DR. TADEU SILVA";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";60
2018;"RS";"RODRIGO MARONI";"PODE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"AP";"SIMONE PINHEIRO";"PC do B";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"SP";"PR EVERSON MARCOS";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"SE";"CLEBINHO DO BUGIO";"PPS";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"MG";"SARGENTO RODRIGUES";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";54
2018;"RO";"SID ORLEANS";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"MA";"JOCIELMA  SEREJO";"PSDB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"GO";"CICERO CARVALHO";"REDE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"PE";"LÊDA SANTOS";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"DF";"TATY CECILIANO";"REDE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO DISTRITAL";"N";41
2018;"RR";"MATEUS RODRIGUES";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";23
2018;"BA";"NUBIA ESTRELA";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"BA";"JOCILENE MACHADO";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"RJ";"JACIARA XAVIER";"PDT";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";66
2018;"MG";"ROGERINHO ROSA RCC";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"SP";"JAZZE DO CAFÉ";"PDT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"MA";"LOURIVAL MENDES";"PMN";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";63
2018;"RJ";"GABRIELA ANDRADE";"PRTB";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";30
2018;"PR";"FLAVIO MANTOVANI";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"RS";"BETO ALBUQUERQUE";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"SENADOR";"N";56
2018;"RJ";"DR. LUIZINHO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";45
2018;"PA";"PR. ELIENAI MORAES";"PTC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO FEDERAL";"N";30
2018;"ES";"ELI GOMES";"PMN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"MG";"JOSE CARLOS GOMES";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";53
2018;"SP";"MARCIA PINHEIRO";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";50
2018;"SP";"DANIEL MACHADO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"RJ";"DIEGO MUGUET";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"AM";"ANTONIO RASTEIRA";"PC do B";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"SP";"MARIA INÊS";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";65
2018;"MG";"PATRÍCIA MELO";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";29
2018;"MG";"CRISTIANO SILVEIRA";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";40
2018;"MT";"ROSANGELA ALMEIDA";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"PE";"JÉSSICA DE BIU CHICO";"PRB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";28
2018;"PR";"MOISES SANTANA";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";54
2018;"SP";"MARCOS CAJE";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";57
2018;"RR";"ABEL GALINHA";"DEM";"MASCULINO";"SUPERIOR INCOMPLETO";"VICE-GOVERNADOR";"N";56
2018;"BA";"ALAN XAVIER";"REDE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";37
2018;"MA";"GENIVALDO SOUSA";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"PA";"VITOR AFONSO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";25
2018;"AC";"PEDRO LONGO";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"AP";"MARIA DO SOCORRO";"PMN";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"AC";"CLARINHA LEORNE";"PSDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"PE";"GILBERTO GOMES";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"BA";"BISPA MIRIAN LÚCIA";"PSC";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"ES";"BAIANO DA RPF";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"PB";"LINDOLFO PIRES";"PODE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"S";55
2018;"PR";"NANCI RAFAGNIN ANDREOLA";"PDT";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";62
2018;"RR";"ENFERMEIRA MARIA JOSÉ";"PSC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"SC";"ERÔNICA ALVES";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"SC";"DANIEL FREITAS";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";36
2018;"CE";"ALEXANDRE UCHOA";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"1º SUPLENTE";"N";37
2018;"RJ";"WANDER SABINO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"AL";"HENRIQUE MACHADO";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";54
2018;"MA";"PR. LAZARO BATISTA";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"GO";"BISINOTTO";"PHS";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"RJ";"RODRIGO MENDONÇA ";"PT";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";40
2018;"RJ";"RAFAELLE FIRMINO";"SOLIDARIEDADE";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"MG";"LUCIANO FIETTO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"RS";"RAQUEL ALCÂNTARA";"PROS";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";30
2018;"MA";"DR. HELENA DUAILIBE";"SOLIDARIEDADE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";60
2018;"SP";"ZILDA DO LEITE";"MDB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO FEDERAL";"N";56
2018;"MS";"TIO TRUTIS";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";36
2018;"BA";"JOSÉ GONZAGA";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";50
2018;"CE";"ANDREIA MOURA";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";21
2018;"RJ";"VALENTINA BOMBEIRA ";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"GO";"ESTELA PRADO";"PSC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";43
2018;"AM";"PROF. MÔNICA SANTOS";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"AL";"VERONICA DA SILVA";"MDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"SE";"MARLEIDE DE CHAMEGO BOM";"PRB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";44
2018;"RJ";"LUIS KAIZINHO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"MA";"PROFESSOR ZE COSTA";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";63
2018;"BA";"IVALDO SANFER";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"PB";"ADELANIA PAULINO ";"PSB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"RR";"SARGENTO PASCOAL";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";44
2018;"ES";"PASTOR ROBERTO";"PMB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"TO";"LEONIDAS FERREIRA";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";61
2018;"RJ";"NASCIMENTO JUNIOR";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"BA";"MARCELLE MORAES";"PV";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";26
2018;"AP";"R.NELSON";"PR";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"MS";"MARIA EMILIA";"MDB";"FEMININO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";70
2018;"SP";"ASSISTENTE SOCIAL VERA";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";64
2018;"PR";"DONA ILDA";"PPS";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";69
2018;"MA";"ELIAS MARÇAL ";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"1º SUPLENTE";"N";45
2018;"PR";"MACHADO";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";29
2018;"DF";"BARBARA ANJOS";"PROS";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO DISTRITAL";"N";45
2018;"CE";"ARI AREIA";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";27
2018;"PE";"MESTRE DAMIÃO";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"SP";"PROFESSORA FATIMA";"PSB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"PI";"JULIANA MORAES SOUZA";"PSB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";47
2018;"MG";"JOÃOZINHO CONTADOR";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"AP";"CAMÕES FILHO";"PDT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"RS";"RITA REIS";"SOLIDARIEDADE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"PB";"ADEILTON TEKCEL";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";44
2018;"RS";"PEDRINHO DA TINGA";"SOLIDARIEDADE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"GO";"TIRIRICA DE GOIAS";"AVANTE";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"RJ";"ARTHUR DA COSTA";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"BA";"CABO ARAPONGA";"PATRI";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";40
2018;"AC";"VANESSA FACUNDES";"REDE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";24
2018;"SP";"MIRIAM ANTUNES";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"GO";"RUBENS OTONI";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"S";62
2018;"RJ";"ANA MARIA FARIAS ";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"AC";"CARLINHOS PORTELA";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"RJ";"PATRICIA HONORATO ";"PPL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"RJ";"TININHA";"DEM";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"SP";"SEVERINO LAURENTINO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";45
2018;"RS";"HEBERT LUIZ";"PV";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"SP";"CAROLINA CAVALCANTE";"NOVO";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";29
2018;"MG";"NEYLOR CABRAL";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"MT";"MOISÉS FRANZ";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"GOVERNADOR";"N";52
2018;"DF";"ELIS";"PODE";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO DISTRITAL";"N";45
2018;"RJ";"ARILSON DE CARVALHO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";47
2018;"PR";"EDUARDO SAÇAKI";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"CE";"CLAUDIO CARDOSO";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"RJ";"SANTA RODRIGUES";"AVANTE";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";60
2018;"DF";"VALÉRIO BANDA MARANATHA";"PSC";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO DISTRITAL";"N";47
2018;"MG";"ODAIR CUNHA";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";42
2018;"RJ";"MARCÃO MAIA";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";50
2018;"DF";"RACIB ELIAS TICLY";"PMN";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";71
2018;"RS";"PALHAÇO SABONETE";"PMN";"MASCULINO";"LÊ E ESCREVE";"DEPUTADO ESTADUAL";"N";49
2018;"RS";"PROFESSOR MARCELO GIGOSKI";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"MG";"ALBERTO PINTO COELHO";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"1º SUPLENTE";"N";73
2018;"RR";"OSIEL ANDRADE";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"PA";"BRANCO DA PEDREIRA";"DEM";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"RJ";"EDUARDO TAMO JUNTO";"PTC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"AC";"PEREIRA SILVA";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"RS";"LUCIANO GOLDENBERG";"PV";"MASCULINO";"SUPERIOR INCOMPLETO";"2º SUPLENTE";"N";44
2018;"SP";"CARLOS CARDOSO";"PDT";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"CE";"ELIÉZIO DO RUDIADOR";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"MG";"LORRAN DUBEM";"PMN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"MG";"YSLER COMANDUCCI";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"TO";"PEDRO DIAS (PEDRÃO)";"PV";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"MG";"JOÃOZINHO JORNALISTA";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"GO";"ESTER QUILOMBOLA";"PT";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"AC";"RAUANNI RODRIGUES";"PHS";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";22
2018;"BA";"LEUR LOMANTO JR";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";42
2018;"TO";"SARGENTO JENILSON";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"PR";"GENINHO EUGENIO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"RJ";"MARCELO SIMÃO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";58
2018;"PI";"SOCORRINHA";"PSDB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";56
2018;"RO";"MARINEZ SANTOS";"PSL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"AP";"EDMILSA BRITO";"PTC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"SP";"ENFERMEIRO SOARES";"PODE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"MS";"ROSE PIRES";"MDB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"ES";"ROGERIO BERNARDO";"PMB";"MASCULINO";"SUPERIOR COMPLETO";"SENADOR";"N";40
2018;"GO";"NICOLAS";"PCB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";23
