"ANO_ELEICAO";"SG_UF";"NM_URNA_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_CARGO";"ST_REELEICAO";"NR_IDADE_DATA_POSSE"
2018;"MG";"CAPITÃO CÉSAR";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"BA";"JÉSSICA PIRES";"REDE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";34
2018;"AP";"ANA PAULA ";"PMB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"PA";"PROFESSOR EDUARDO";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"PE";"PROFESSOR BRUNO OLIVEIRA";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"PR";"ROSELI GARÇONETE";"PRP";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"ES";"ZEZITO MAIO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";61
2018;"RO";"LÊDA FORTES";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"SE";"KLEBER NASCIMENTO";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";47
2018;"RJ";"ALAMIR DO VIME";"PMN";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";67
2018;"BA";"ALCEU BARROS";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";71
2018;"AP";"RAIMUNDO AMARAL";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";65
2018;"PR";"ROZANGELA TRINDADE";"PMN";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"RO";"PRISCILA GASPARETTO";"PP";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";31
2018;"GO";"TENENTE JUSSIMAR";"MDB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"SC";"JACKSON CORDEIRO";"PATRI";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"ES";"LEONARDO DEPTULSKI";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";57
2018;"PI";"FRANCISCA HELENA";"DC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"AC";"APARECIDA MARTINS";"PHS";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"PR";"ZINHO MACHADO";"PODE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"AM";"MARCELO SILVA";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"RO";"GIL VIGIATO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"AL";"MARCELA LIMA";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";22
2018;"DF";"TINA LOPES";"PRP";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";61
2018;"SC";"JORGINHO MELLO";"PR";"MASCULINO";"SUPERIOR COMPLETO";"SENADOR";"N";62
2018;"MG";"PROFESSOR ADILSON PUMA";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";43
2018;"DF";"ILKA TEODORO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";40
2018;"RO";"JOSÉ PEREIRA";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";64
2018;"DF";"NEVITON SANGUE BOM";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";48
2018;"AM";"JAIRO DA VICAL";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"MG";"PROFESSORA ROSE MEIRE";"PDT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"PA";"WELLINGTON LOPES ";"PATRI";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"AL";"JORGE VI";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"VICE-GOVERNADOR";"N";57
2018;"RJ";"LETICIA CHAGAS";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"SP";"JURANDIR DO AMORIM";"PRTB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";65
2018;"AC";"SELMO DANTAS";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"PB";"ROSSI";"PATRI";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";32
2018;"RJ";"AGNALDO DAVID";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"PE";"PASTOR CABO NAASSOM";"PPL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";56
2018;"PA";"CATARINA KATIA";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";62
2018;"RJ";"FERNANDA DE FARIA QUEIROZ";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";39
2018;"RO";"JAQUELINE CASSOL";"PP";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";44
2018;"RJ";"CRIS SENNA - ESCONDIDINHA";"PRB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"ES";"PROFESSORA REGINA";"PSB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";53
2018;"ES";"GUSTAVO MASSETE ";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"RJ";"LU ROSENTAL";"PP";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";66
2018;"BA";"JOANITA SOUZA";"PROS";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";39
2018;"AM";"ELIANA GUEDES";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"BA";"KÁTIA BACELAR";"PR";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"SP";"KAKÁ";"PSDB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"SP";"ADOLPH DE ALMEIDA";"DC";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";31
2018;"BA";"ISAAC";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";46
2018;"PI";"IRACEMA PORTELLA";"PP";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"S";52
2018;"MS";"CONCILIADOR MARCIO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"1º SUPLENTE";"N";45
2018;"MG";"SARGENTO OZENIL";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"MG";"JOÃO SERAPIÃO";"PR";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"PA";"BERINA";"PHS";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"RR";"VIVIANY";"MDB";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";25
2018;"RJ";"ANA SAGÁRIO";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"PE";"CARLA LAPA";"PSC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"MA";"DR. ORLANDO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";53
2018;"GO";"LICIVALDA MACHADO  RIZADINHA ";"PSB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"DF";"ANTÔNIO CARLOS";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";51
2018;"RJ";"ADRIANA DO CASAL 20";"PTC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"PE";"IRMÃO DA KOMBI";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"DF";"PIRIGOSO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO DISTRITAL";"N";60
2018;"SP";"VALMIR BEBER";"PSL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO FEDERAL";"N";46
2018;"RS";"REGINA BECKER FORTUNATI";"PTB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";61
2018;"SP";"CLEMIR BATISTA";"PSL";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO FEDERAL";"N";65
2018;"AM";"DOULAS MELO";"REDE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"BA";"NEIVA";"PCO";"FEMININO";"SUPERIOR COMPLETO";"1º SUPLENTE";"N";52
2018;"TO";"GLEYDSON NATO";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"RN";"ISAC DO PT";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"BA";"CARLOS MARTINS";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";63
2018;"RJ";"MARIA DA CONCEIÇÃO MEDEIROS";"PPL";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"MT";"PROFESSORA MARIA LUCIA";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SENADOR";"N";67
2018;"SC";"MAX AMARAL";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";22
2018;"MG";"JAIRY";"PTC";"FEMININO";"LÊ E ESCREVE";"DEPUTADO FEDERAL";"N";33
2018;"PA";"BETH GONÇALVES";"PSC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"MG";"ADAIR OTAVIANO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"PA";"MARCELO GONÇALVES";"PMN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"RJ";"SIMONE COELHO";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"GO";"PROFESSOR MOACIR";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";57
2018;"MG";"DR. DIONÍSIO BRITO";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";60
2018;"MG";"FELIPE DA MATA";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";33
2018;"DF";"ANA MARIA";"PP";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";51
2018;"SP";"CORONEL ELIANE NIKOLUK";"PR";"FEMININO";"SUPERIOR COMPLETO";"VICE-GOVERNADOR";"N";48
2018;"MG";"PR. NILSON";"PSL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"MS";"ALEXANDRE FIGUEIREDO";"REDE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";44
2018;"RJ";"SERGIO CARVALHO ";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";46
2018;"RN";"GERALDO MELO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SENADOR";"N";83
2018;"AP";"JUSSARA DUARTE";"PRP";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"AP";"CILENE SOUZA";"PTC";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"PI";"DEUSIMAR O TERERE";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"GO";"SERGIO SANDRE";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"RJ";"FLAVIO LIMA";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";45
2018;"RO";"CÉLIO SILVEIRA";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";61
2018;"RJ";"APARECIDA LEAL";"PSC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"RJ";"DAYSE LUCID";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";40
2018;"DF";"PROFESSOR AILTON";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";51
2018;"AP";"ANA CLAUDIA";"PTC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";31
2018;"SC";"CELSO ZUCHI";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"RS";"DAIANE DIAS";"PSB";"FEMININO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";37
2018;"PR";"BENEDITO COBRADOR";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";49
2018;"AM";"ÁLVARO CAMPELO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"MA";"SOLINEY SILVA ";"MDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"GO";"GUTO ARAUJO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"BA";"ELZIMAR COSTA";"PTC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";46
2018;"RS";"ALEX BARBOSA";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";41
2018;"RS";"DR MAURO ROSA";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"ES";"DR. DENIS ROLIM";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"SP";"CLEMILTON SILVA";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"SP";"JOSÉ EDILSON";"PSL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"RJ";"THIAGO VIRGILIO";"PTC";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"BA";"TUM";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"PR";"MABEL CANTO";"PSC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"RJ";"SUBTEN SILVA NUNES";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"PA";"FELIPE REBELO";"PROS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";21
2018;"RR";"SOLANGE SOUZA";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"RS";"CARLOS GAUCHO - CACO";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";46
2018;"RJ";"GUTEMBERG REIS";"MDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";39
2018;"RR";"CHICO RODRIGUES";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"SENADOR";"N";67
2018;"RJ";"EVANDRO LOURENÇO O GENTE NOSSA";"PP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"PE";"TÚLIO GADÊLHA";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";31
2018;"RJ";"PROF JONATAS CASTELO BRANCO";"PMB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"MA";"JOÃO MANOEL";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";43
2018;"BA";"EDSON CORREIA";"MDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"RJ";"MOISÉS QUEIROZ";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";54
2018;"RS";"NIRIA STECKEL";"PDT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"PA";"NELICE SILVA";"PPS";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"PR";"ANDREZZA CORDEIRO";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"MT";"ALESSANDRA NICOLLI";"PRB";"FEMININO";"ENSINO MÉDIO COMPLETO";"2º SUPLENTE";"N";38
2018;"PA";"WALDIR SEGUNDO";"PMN";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"SC";"VERA LUCIA ";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";50
2018;"RO";"JORGE MONTEIRO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";63
2018;"PE";"OLGA PARRA";"PRTB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO FEDERAL";"N";63
2018;"SE";"ZÉ LUIZ DA XEROX";"PMN";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"RJ";"ANDRE LUIS";"PMN";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"AC";"AURÉLIO DA FARMÁCIA";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"RJ";"ETIENNE DA MARÉ";"PSC";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"MG";"JUSCELINO FERNANDES JK";"PODE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO FEDERAL";"N";58
2018;"SP";"NELSON CLARO";"PATRI";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";59
2018;"SC";"ALBA";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"MG";"ANA ALVES";"PCO";"FEMININO";"SUPERIOR COMPLETO";"SENADOR";"N";40
2018;"CE";"ZÉ GOMES";"PMN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"RJ";"CRIS PAULISTA";"PRP";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"PB";"SERGIO RUSSO";"PATRI";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";54
2018;"PI";"MAJOR DIEGO MELO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";38
2018;"GO";"OZAIR JOSÉ";"MDB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"AC";"MOZANI MARIANO";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"PI";"CIDA SANTIAGO";"PHS";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";47
2018;"RJ";"MAYCON LIVRE";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"TO";"OLYNTHO NETO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";32
2018;"MT";"ALUISIO ARRUDA";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"2º SUPLENTE";"N";70
2018;"AL";"TETELPONTOCOM";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"RO";"FATINHA";"PT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";47
2018;"AC";"ANA ALICE";"PSC";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";32
2018;"RS";"ELIETE NUNES";"PR";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"SP";"PROF. SIMONE ALCÂNTARA";"SOLIDARIEDADE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";39
2018;"AM";"WANDERSON ROBINHO";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";28
2018;"SP";"TANARA BEAUTY";"MDB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";41
2018;"SP";"CIDA RORATO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"DF";"EDUARDO LYON";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";53
2018;"SP";"JUAREZ COSTA";"PHS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"BA";"DENILSON OLIVEIRA";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";34
2018;"MG";"PROFESSOR IZAC";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"AM";"TEODOLINDO SIMOES FILHO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";69
2018;"RR";"JEANE RIBEIRO";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";32
2018;"RS";"FABRICIO ROCHA";"PROS";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";30
2018;"CE";"BRUNA RIBEIRO TELES";"PDT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";30
2018;"PR";"VAVA LOCUTOR/FISIOTERAPEUTA";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"GO";"TIA MARILDA";"PATRI";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";63
2018;"MG";"PROFESSOR ERISVALDO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"RJ";"RENATA GUERRA";"PSD";"FEMININO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";44
2018;"SP";"MARCELO CECCHETTINI";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";54
2018;"SP";"OLGA UM BEIJO E UM QUEIJO";"DC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";68
2018;"RS";"AIRTON ARTUS";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";61
2018;"RS";"FERNANDO XAVIER";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";67
2018;"SP";"CAIO DEZORZI";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";36
2018;"CE";"DR. AGRIPINO MAGALHÃES";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";64
2018;"CE";"NINA CARVALHO";"AVANTE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"MG";"FABIO PERSI";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";45
2018;"RJ";"MARCELLO TOMMASI";"DC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";61
2018;"DF";"WILSON GONÇALVES";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";41
2018;"SP";"PROF. ELSON";"DC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";71
2018;"SC";"DR. LIMA";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";59
2018;"RO";"DANIEL NEUMANN";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"RN";"PROF. IVONALDO";"PV";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"SP";"MARIO COVAS NETO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SENADOR";"N";59
2018;"SP";"PROFESSOR FERNANDO";"PSTU";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";65
2018;"AM";"JANSELE COUTINHO";"PMN";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"BA";"LUCIANA LEÃO MUNIZ";"PR";"FEMININO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";47
2018;"GO";"ECIVANDE CASTRO";"PPS";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"DF";"LELIO NEGAO";"PR";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO DISTRITAL";"N";61
2018;"MG";"ARNALDO GODOY";"PT";"MASCULINO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";67
2018;"RJ";"ZILA GOMES";"PATRI";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"RJ";"RENATO DE SOUSA";"PSB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";41
